site_id,lat,lon,date,org_thick,thaw_depth,pf_depth,pf_observed,obs_limit,method,source
CD-T18-01,70.29,-150.73,1996-08-15,,90.0,96.0,1,146.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T18-01b,70.29,-150.73,1996-08-15,,99.0,,0,99.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T18-02,70.29,-150.73,1996-08-15,,65.0,,0,146.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T18-02b,70.29,-150.73,1996-08-15,,49.0,,0,49.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T18-03,70.29,-150.73,1996-08-15,,40.0,55.0,1,201.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T18-04,70.29,-150.73,1996-08-15,,40.0,50.0,1,298.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T19-01,70.34,-150.91,1996-08-11,,82.0,,0,82.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T19-02,70.34,-150.91,1996-08-11,,82.0,,0,82.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T19-03,70.34,-150.91,1996-08-11,,66.0,,0,66.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T19-04,70.34,-150.91,1996-08-11,,75.0,,0,75.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T19-05,70.34,-150.91,1996-08-10,,52.0,,0,52.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T19-06,70.34,-150.91,1996-08-11,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T19-07,70.34,-150.92,1996-08-11,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T19-08,70.34,-150.92,1996-08-11,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X01-00,70.33,-150.74,1992-07-28,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X01-02,70.33,-150.75,1992-07-28,,118.0,,0,118.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X01-02a,70.33,-150.75,1992-07-28,,62.0,,0,62.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X01-03,70.33,-150.75,1992-07-27,,51.0,,0,51.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X01-04,70.33,-150.75,1992-07-27,,36.0,,0,36.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X01-05,70.33,-150.75,1992-07-27,,50.0,,0,50.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X01-06,70.33,-150.76,1992-07-27,,71.0,,0,71.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X01-07,70.33,-150.76,1992-07-27,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X01-08,70.33,-150.76,1992-07-25,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X01-09,70.33,-150.76,1992-07-25,,10.0,,0,10.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X01-10,70.33,-150.77,1992-07-28,,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X02-01,70.36,-150.63,1992-07-27,,58.0,,0,58.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X02-03,70.36,-150.62,1992-07-28,,80.0,,0,80.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X02-09,70.35,-150.6,1992-07-29,,47.0,,0,47.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X03-01,70.38,-150.65,1992-07-30,,65.0,,0,65.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X03-04,70.39,-150.66,1992-07-30,,72.0,,0,72.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X03-06,70.38,-150.64,1992-07-30,,67.0,,0,67.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X03-07,70.38,-150.64,1992-07-30,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X03-08,70.38,-150.64,1992-07-30,,56.0,,0,56.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X03-09,70.38,-150.64,1992-07-30,,49.0,,0,49.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X03-11,70.37,-150.64,1992-07-30,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X04-02,70.42,-150.58,1992-07-31,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X04-03,70.42,-150.58,1992-07-31,,39.0,,0,39.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X04-04,70.42,-150.58,1992-07-31,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X04-05,70.43,-150.59,1992-07-31,,32.0,,0,32.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X04-06a,70.42,-150.58,1992-07-31,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X04-08,70.42,-150.58,1992-07-31,,53.0,,0,53.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X05-02,70.46,-150.73,1992-08-01,,63.0,,0,63.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X05-03,70.46,-150.72,1992-08-01,,49.0,,0,49.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X05-04,70.46,-150.72,1992-08-01,,19.0,,0,19.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X05-08,70.45,-150.73,1992-08-01,,56.0,,0,56.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X06-02,70.16,-150.92,1992-07-24,,92.0,,0,92.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X06-06,70.16,-150.94,1992-07-25,,37.0,,0,37.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X06-08,70.16,-150.94,1992-07-25,,50.0,,0,50.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X06-11,70.16,-150.91,1992-07-25,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X06-12,70.16,-150.91,1992-07-25,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X06-13,70.16,-150.91,1992-07-25,,25.0,,0,25.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X06-C1,70.16,-150.88,1996-07-29,,36.0,36.0,1,95.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X06-C2,70.16,-150.91,1996-07-29,,28.0,28.0,1,190.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X11-01,70.32,-150.88,1995-08-05,,78.0,,0,78.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X11-01a,70.32,-150.89,1995-08-11,,39.0,,0,39.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X11-02,70.32,-150.88,1995-08-05,,68.0,,0,68.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X11-03,70.32,-150.88,1995-08-05,,56.0,,0,168.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X11-04,70.32,-150.89,1995-08-04,,34.0,34.0,1,164.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X11-05,70.32,-150.89,1995-08-05,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X11-06,70.32,-150.89,1995-08-05,,90.0,,0,90.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X11-07,70.32,-150.9,1995-08-05,,32.0,,0,32.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X11-08,70.32,-150.91,1995-08-05,,37.0,37.0,1,110.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X11-09,70.33,-150.91,1995-08-05,,45.0,54.0,1,208.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X11-10,70.32,-150.9,1995-08-05,,85.0,,0,457.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-01,70.34,-151.06,1995-08-02,,95.0,200.0,1,450.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-02,70.34,-151.06,1995-08-06,,60.0,,0,178.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-03,70.34,-151.06,1995-08-03,,46.0,,0,46.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-04,70.34,-151.06,1995-08-03,,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-05,70.34,-151.05,1995-08-06,,37.0,58.0,1,124.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-06,70.34,-151.05,1995-08-03,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-07,70.34,-151.05,1995-08-03,,36.0,,0,36.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-09,70.34,-151.04,1995-08-02,,36.0,,0,187.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-10,70.34,-151.03,1995-08-02,,33.0,40.0,1,195.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-11,70.34,-151.04,1995-08-04,,39.0,53.0,1,139.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-R1,70.34,-151.07,2003-08-07,,34.0,34.0,1,241.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-R2,70.34,-151.08,2003-08-07,32.0,32.0,32.0,1,250.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X12-R3,70.34,-151.08,2003-08-07,14.0,35.0,35.0,1,250.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X13-01,70.33,-150.83,1995-08-10,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X13-01a,70.33,-150.82,1995-08-10,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X13-01b,70.33,-150.82,1995-08-10,,101.0,,0,217.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X13-03,70.33,-150.82,1995-08-10,,78.0,,0,78.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X13-03b,70.33,-150.82,1995-08-10,,86.0,,0,216.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X13-04,70.33,-150.82,1995-08-10,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X13-05,70.33,-150.82,1995-08-10,,37.0,,0,37.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X13-05b,70.33,-150.82,1995-08-10,,43.0,60.0,1,201.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X13-06,70.33,-150.82,1996-08-05,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X13-07,70.33,-150.8,1996-08-05,,42.0,81.0,1,289.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X14-01,70.24,-150.82,1995-08-04,,36.0,36.0,1,170.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X14-01a,70.24,-150.85,1995-08-09,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X14-02,70.24,-150.82,1995-08-04,,42.0,45.0,1,311.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X14-02a,70.24,-150.86,1995-08-09,,54.0,,0,54.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X14-03,70.24,-150.82,1995-08-04,,62.0,62.0,1,400.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X14-03a,70.24,-150.86,1995-08-09,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X14-04a,70.24,-150.86,1995-08-09,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-X14-05a,70.24,-150.86,1995-08-09,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-Y1,70.23,-150.98,1995-07-31,,80.0,80.0,1,230.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-Y2,70.32,-151.06,1995-07-30,,80.0,80.0,1,160.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-Y3,70.31,-151.02,1995-07-30,,58.0,58.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-DA1,64.87,-147.73,2013-07-10,144.0,56.0,133.0,1,212.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-DA2,64.87,-147.73,2013-07-10,142.0,60.0,138.0,1,223.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-DI1,64.87,-147.72,2013-07-10,64.0,64.0,64.0,1,213.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-DI3,64.87,-147.72,2013-07-10,55.0,41.0,41.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-DI3b,64.87,-147.72,2013-07-10,69.0,51.0,51.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-DI3c,64.87,-147.72,2013-07-10,66.0,56.0,56.0,1,105.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-DI4a,64.87,-147.72,2013-07-10,140.0,54.0,54.0,1,218.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-DI4b,64.87,-147.72,2013-07-10,135.0,43.0,43.0,1,232.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-HC1,64.87,-147.73,2013-07-10,8.0,56.0,56.0,1,367.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-HC2,64.87,-147.73,2013-07-10,172.0,70.0,70.0,1,412.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-HC3,64.87,-147.72,2013-07-10,44.0,56.0,56.0,1,390.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-LS1,64.87,-147.72,2013-07-10,31.0,,45.0,1,305.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-LS2,64.87,-147.72,2013-07-10,191.0,,47.0,1,332.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-SA1,64.87,-147.73,2013-07-10,110.0,60.0,60.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-SA2,64.87,-147.73,2013-07-10,33.0,75.0,75.0,1,330.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-SI1,64.87,-147.73,2013-07-10,64.0,80.0,80.0,1,220.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-SI1b,64.87,-147.73,2013-07-10,75.0,77.0,77.0,1,156.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-SI1c,64.87,-147.73,2013-07-10,80.0,80.0,80.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-UD1,64.87,-147.73,2013-07-10,74.0,50.0,50.0,1,300.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-UD2,64.87,-147.73,2013-07-10,,34.0,34.0,1,156.0,aug_pit,Jorgenson_Kanevskiy_2025
CF-UD3,64.87,-147.72,2013-07-10,94.0,59.0,59.0,1,368.0,aug_pit,Jorgenson_Kanevskiy_2025
COLV-T1-2,70.48,-150.53,2005-08-18,,115.0,,0,210.0,aug_pit,Jorgenson_Kanevskiy_2025
COLV-T2-1,70.48,-150.5,2007-05-12,,80.0,80.0,1,187.0,aug_pit,Jorgenson_Kanevskiy_2025
COLV-T2-2,70.48,-150.5,2007-05-12,,38.0,,0,216.0,aug_pit,Jorgenson_Kanevskiy_2025
COLV-T3-2,70.41,-151.07,2007-05-12,,70.0,100.0,1,207.0,aug_pit,Jorgenson_Kanevskiy_2025
COLV-T3-3,70.43,-151.05,2007-05-14,,35.0,,0,240.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-CC1,61.81,-145.18,2021-07-29,,43.0,51.0,1,106.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-CC1A,61.81,-145.18,2021-07-29,,43.0,50.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-CC2,61.81,-145.18,2021-07-29,,40.0,47.0,1,80.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-CC4,61.86,-145.25,2021-08-01,,68.0,82.0,1,140.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-CC5,61.86,-145.25,2021-08-01,,44.0,65.0,1,150.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-GP1a,62.12,-145.89,2021-07-27,,37.0,40.0,1,63.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-GP1b,62.12,-145.89,2021-07-27,,37.0,39.0,1,74.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-GP2,62.12,-145.89,2021-07-27,,39.0,57.0,1,78.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-GP3,62.12,-145.89,2021-07-27,,40.0,,0,120.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA10a,62.39,-145.16,2021-07-30,,46.0,75.0,1,168.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA10b,62.39,-145.16,2021-07-30,,61.0,65.0,1,207.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA1a,62.4,-145.15,2021-07-22,,52.0,63.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA1b,62.4,-145.15,2021-07-22,,30.0,38.0,1,111.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA1c,62.4,-145.15,2021-07-22,,28.0,53.0,1,144.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA2,62.4,-145.15,2021-07-23,,49.0,72.0,1,205.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA4,62.4,-145.15,2021-07-23,,205.0,,0,205.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA5b,62.38,-145.13,2021-07-23,,37.0,37.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA5c1,62.38,-145.13,2021-07-23,,95.0,100.0,1,224.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA5c2,62.38,-145.13,2021-07-23,,,145.0,1,214.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA6d,62.41,-145.15,2021-07-26,,50.0,52.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA6f,62.41,-145.15,2021-07-26,,43.0,43.0,1,80.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA7,62.41,-145.15,2021-07-26,,59.0,73.0,1,167.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA7g,62.41,-145.15,2021-07-26,,61.0,77.0,1,164.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-HA8,62.41,-145.15,2021-07-26,,48.0,63.0,1,126.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-SD1,62.48,-145.44,2021-07-28,,32.0,50.0,1,165.0,aug_pit,Jorgenson_Kanevskiy_2025
CRB-SD2,62.48,-145.44,2021-07-28,,48.0,88.0,1,130.0,aug_pit,Jorgenson_Kanevskiy_2025
CVBK-1-BS,66.39,-146.4,2010-06-20,,119.0,102.0,1,176.0,aug_pit,Jorgenson_Kanevskiy_2025
CVBK-1-db,66.39,-146.4,2010-06-19,,102.0,70.0,1,380.0,aug_pit,Jorgenson_Kanevskiy_2025
CVBK-1-fmb,66.39,-146.4,2010-06-19,,51.0,36.0,1,226.0,aug_pit,Jorgenson_Kanevskiy_2025
CVBK-1-lm,66.39,-146.4,2010-06-19,,92.0,75.0,1,300.0,aug_pit,Jorgenson_Kanevskiy_2025
CVBK-1-WS,66.39,-146.4,2010-06-19,,82.0,39.0,1,268.0,aug_pit,Jorgenson_Kanevskiy_2025
CVBK-10-BS,66.38,-146.39,2010-09-07,,,152.0,1,160.0,aug_pit,Jorgenson_Kanevskiy_2025
CVBK-2-ws,66.4,-146.36,2010-06-21,,155.0,121.0,1,174.0,aug_pit,Jorgenson_Kanevskiy_2025
CVBK-7-fmc,66.39,-146.39,2010-09-05,5.0,135.0,126.0,1,180.0,aug_pit,Jorgenson_Kanevskiy_2025
DUM-1L,68.29,-151.11,2009-09-12,20.0,50.0,,0,50.0,aug_pit,Jorgenson_Kanevskiy_2025
DUM-1U,68.29,-151.11,2009-09-12,6.0,50.0,,0,50.0,aug_pit,Jorgenson_Kanevskiy_2025
DUM-2,68.39,-150.22,2009-09-11,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
DUM-3H,68.72,-150.5,2009-09-10,14.0,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
DUM-3L,68.72,-150.5,2009-09-10,14.0,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
DUM-4,68.8,-151.54,2009-09-09,30.0,90.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
DUM-4b,68.8,-151.54,2009-09-09,,60.0,,0,60.0,aug_pit,Jorgenson_Kanevskiy_2025
DUM-4c,68.8,-151.54,2009-09-09,,70.0,,0,70.0,aug_pit,Jorgenson_Kanevskiy_2025
EC-E1,65.57,-148.92,2016-09-29,,,57.0,1,210.0,aug_pit,Jorgenson_Kanevskiy_2025
EC-E2,65.57,-148.92,2017-08-13,,,70.0,1,410.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ASC21-050,71.27,-156.41,2006-04-26,,31.0,31.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ASC21-058,71.27,-156.41,2006-04-26,,34.0,,0,99.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ASC21-091,71.27,-156.41,2006-04-26,,100.0,0.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ASC21-540,71.27,-156.4,2006-04-26,,100.0,0.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ASC9-095,71.3,-156.54,2005-08-14,5.0,55.0,,0,140.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ASC9-105,71.3,-156.54,2006-04-25,,29.0,0.0,1,80.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ASC9-142,71.3,-156.54,2006-04-27,,100.0,58.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ASC9-592,71.3,-156.53,2006-04-27,,100.0,0.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ER02-050,71.32,-156.56,2006-04-25,,54.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ER02-055,71.32,-156.56,2006-04-25,,100.0,0.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ER02-080,71.32,-156.56,2006-04-25,,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
ELSN-ER02-500,71.32,-156.55,2006-04-25,,102.0,2.0,1,102.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C14,70.25,-152.0,2003-08-05,,80.0,80.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C3-1,70.27,-151.61,2002-08-17,,32.0,32.0,1,273.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C3-2,70.27,-151.61,2002-08-17,,38.0,38.0,1,250.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C5-1,70.14,-151.93,2002-08-18,,28.0,28.0,1,225.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C5-2,70.14,-151.93,2002-08-18,,27.0,27.0,1,106.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C5-3,70.14,-151.93,2002-08-18,,22.0,22.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C5-4,70.14,-151.92,2002-08-18,,60.0,60.0,1,213.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C5-5,70.14,-151.92,2002-08-18,,37.0,37.0,1,50.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C5-6,70.14,-151.92,2002-08-18,,43.0,43.0,1,65.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C5-7,70.14,-151.92,2002-08-18,,35.0,35.0,1,50.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C5-8,70.14,-151.92,2002-08-18,,52.0,52.0,1,90.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C5-9,70.14,-151.92,2002-08-18,,22.0,22.0,1,35.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C6-1,70.2,-151.67,2002-08-19,,16.0,16.0,1,231.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C6-2,70.2,-151.66,2002-08-19,,65.0,65.0,1,208.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C6-3,70.2,-151.65,2002-08-19,,66.0,66.0,1,246.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C6-4,70.2,-151.65,2002-08-19,,32.0,32.0,1,60.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C6-5,70.2,-151.65,2002-08-19,,37.0,37.0,1,60.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C6-6,70.2,-151.65,2002-08-19,,27.0,27.0,1,48.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C6-7,70.2,-151.65,2002-08-19,,41.0,41.0,1,60.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C6-8,70.2,-151.65,2002-08-20,,29.0,29.0,1,260.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C7-1,70.3,-151.69,2002-08-20,,60.0,60.0,1,228.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C7-2,70.3,-151.69,2002-08-20,,33.0,33.0,1,60.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C7-3,70.29,-151.69,2002-08-20,,40.0,40.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C8-1,70.2,-151.64,2002-08-18,,46.0,46.0,1,210.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C8-2,70.2,-151.64,2002-08-18,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C9-1,70.25,-151.09,2002-08-21,,24.0,24.0,1,192.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-C9-2,70.25,-151.08,2002-08-21,,34.0,34.0,1,182.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E10,70.29,-151.6,2003-07-31,1.0,125.0,150.0,1,370.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E11,70.27,-151.62,2003-08-04,70.0,42.0,42.0,1,140.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E12,70.27,-151.62,2003-08-04,,37.0,37.0,1,250.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E13,70.27,-151.62,2003-08-04,6.0,32.0,,0,32.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E14,70.27,-151.62,2003-08-05,,92.0,125.0,1,350.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E3-1,70.27,-151.61,2002-08-17,,45.0,45.0,1,340.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E3-2,70.27,-151.61,2002-08-17,,,0.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E3-3,70.27,-151.61,2002-08-17,,69.0,69.0,1,270.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E4-1,70.28,-151.51,2002-08-16,,40.0,40.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E5-1,70.3,-151.12,2001-08-10,,30.0,30.0,1,360.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E6-1,70.27,-151.12,2001-08-10,,,0.0,1,120.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E6-2,70.27,-151.12,2001-08-10,,,0.0,1,220.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E8,70.31,-151.54,2001-08-12,1.0,85.0,104.0,1,180.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-E9,70.28,-151.6,2001-08-12,,,0.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-G11-01,70.26,-151.34,2001-08-11,,38.0,38.0,1,140.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-G15-01,70.28,-151.82,2001-08-12,,70.0,70.0,1,450.0,aug_pit,Jorgenson_Kanevskiy_2025
FC-G15-02,70.28,-151.83,2001-08-12,,39.0,39.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
