site_id,lat,lon,date,org_thick,thaw_depth,pf_depth,pf_observed,obs_limit,method,source
YKDE-T4-G10,61.25,-165.49,2016-07-16,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G11,61.25,-165.49,2016-07-16,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G12,61.25,-165.49,2016-07-16,,41.0,,0,41.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G13,61.25,-165.49,2016-07-16,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G14,61.25,-165.49,2016-07-16,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G15,61.25,-165.49,2016-07-16,,35.0,,0,35.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G2,61.25,-165.49,1995-07-19,,26.0,,0,26.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G3,61.25,-165.49,1996-07-19,,110.0,,0,110.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G4,61.25,-165.49,1996-07-19,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G43,61.25,-165.51,1995-07-25,,42.0,,0,42.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G44,61.25,-165.5,1995-07-25,,42.0,,0,42.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G45,61.25,-165.5,1995-07-25,,29.0,,0,29.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G4b,61.25,-165.49,1995-07-25,,42.0,,0,42.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G5,61.25,-165.49,1996-07-19,,37.0,,0,37.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G51,61.25,-165.5,1996-07-23,,54.0,54.0,1,185.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G52,61.24,-165.5,1996-07-23,,46.0,61.0,1,285.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G6,61.25,-165.49,1995-07-19,,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G60,61.24,-165.5,1997-07-22,,74.0,40.0,1,125.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G60,61.24,-165.5,1997-07-22,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-011,61.24,-165.61,1995-07-18,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-018,61.24,-165.61,1995-07-18,,15.0,,0,15.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-025,61.24,-165.61,1995-07-18,,33.0,,0,33.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-039,61.24,-165.61,1995-07-18,,15.0,,0,15.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-077,61.24,-165.61,1995-07-18,,60.0,,0,60.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-100,61.24,-165.61,1995-07-18,,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-166,61.24,-165.61,1998-07-21,,60.0,,0,60.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-171,61.24,-165.61,1995-07-21,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-178b,61.24,-165.61,2008-07-28,,80.0,,0,80.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-190,61.24,-165.61,1995-07-18,,37.0,,0,37.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-Exp1,61.24,-165.62,2011-07-17,,207.0,,0,207.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-G1,61.24,-165.61,1995-07-21,,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-G3,61.24,-165.6,2010-08-11,,73.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T5-G61,61.25,-165.6,1996-07-24,,235.0,,0,235.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T6-008,61.23,-165.53,1996-07-20,,21.0,,0,21.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T6-013,61.23,-165.53,1996-07-20,,78.0,,0,78.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T6-025,61.23,-165.53,1996-07-20,,40.0,70.0,1,210.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T6-068,61.23,-165.52,1996-07-20,,42.0,,0,42.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T6-074,61.23,-165.52,1996-07-20,,62.0,62.0,1,135.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T6-100,61.23,-165.52,1996-07-20,,66.0,,0,66.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T6-150,61.23,-165.52,1996-07-20,,85.0,,0,85.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T6-175,61.23,-165.52,1996-07-20,,50.0,,0,50.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T6-250,61.23,-165.52,1996-07-20,,62.0,,0,62.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T6-G2,61.23,-165.52,1997-07-23,,35.0,,0,35.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-TG50,61.23,-165.49,1996-07-22,,61.0,90.0,1,305.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-TG50b,61.23,-165.49,2016-07-16,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-TG70,61.23,-165.48,2016-07-16,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-TG71,61.23,-165.48,2016-07-16,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-TG72,61.23,-165.48,2016-07-16,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-TG73,61.23,-165.48,2016-07-16,,50.0,,0,50.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNB1-1,64.65,-146.69,2018-06-08,,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNB1-2,64.65,-146.69,2018-06-08,,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNB1-3,64.65,-146.69,2020-09-18,9.0,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNB2-1,64.67,-146.69,2020-09-25,,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNB2-2,64.67,-146.69,2018-06-08,,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNB2-3,64.67,-146.69,2020-09-25,,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNB3-1,64.67,-146.77,2020-09-25,,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNB3-2,64.67,-146.77,2018-06-08,,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNB3-3,64.67,-146.77,2018-06-08,,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNU1-1,64.58,-146.73,2018-06-08,,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNU1-2,64.58,-146.73,2020-09-21,,125.0,,0,125.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNU1-3,64.58,-146.73,2020-09-21,,125.0,,0,125.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNU2-1,64.63,-146.61,2020-09-18,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNU2-2,64.63,-146.61,2020-09-18,,68.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNU2-3,64.63,-146.61,2020-09-18,,65.0,,0,65.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNU3-1,64.6,-146.69,2020-08-20,,125.0,,0,125.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNU3-3,64.6,-146.69,2020-08-20,,70.0,,0,70.0,aug_pit,Jorgenson_Kanevskiy_2025
YTA-UWNU3-4,64.6,-146.69,2020-10-08,,100.0,,0,100.0,aug_pit,Jorgenson_Kanevskiy_2025
