easting_m,northing_m,elevation_m,twt_ns,alt_m
638500.5225,7040157.587,1183.287607,17.144584,0.8572
638500.5617,7040157.556,1183.269775,17.056663,0.8528
638500.601,7040157.525,1183.251945,16.968742,0.8484
638500.6402,7040157.494,1183.234115,16.880821,0.844
638500.6794,7040157.463,1183.216284,16.7929,0.8396
638500.7187,7040157.432,1183.198454,16.704979,0.8352
638500.7601,7040157.404,1183.183367,16.617058,0.8309
638500.8055,7040157.383,1183.173208,16.529137,0.8265
638500.8509,7040157.362,1183.163049,16.353295,0.8177
638500.8962,7040157.341,1183.152891,16.177453,0.8089
638500.9429,7040157.325,1183.143779,16.177453,0.8089
638500.9923,7040157.317,1183.136876,16.177453,0.8089
638501.0416,7040157.309,1183.129973,16.177453,0.8089
638501.091,7040157.301,1183.12307,16.441216,0.8221
638501.1404,7040157.293,1183.116167,16.529137,0.8265
638501.1749,7040157.257,1183.115633,16.529137,0.8265
638501.2091,7040157.221,1183.115257,16.529137,0.8265
638501.2433,7040157.184,1183.11488,16.617058,0.8309
638501.2774,7040157.148,1183.114504,16.704979,0.8352
638501.3116,7040157.111,1183.114128,16.704979,0.8352
638501.3531,7040157.085,1183.109642,16.7929,0.8396
638501.3984,7040157.064,1183.103043,16.968742,0.8484
638501.4436,7040157.042,1183.096445,16.968742,0.8484
638501.4851,7040157.015,1183.091217,16.968742,0.8484
638501.5224,7040156.982,1183.087485,16.7929,0.8396
638501.5596,7040156.949,1183.083753,16.529137,0.8265
638501.5969,7040156.915,1183.08002,16.353295,0.8177
638501.6344,7040156.882,1183.075419,16.177453,0.8089
638501.6727,7040156.85,1183.067133,15.825769,0.7913
638501.711,7040156.818,1183.058846,15.649928,0.7825
