site_id,date,lat,lon,thaw_depth,pf_observed,pf_depth,obs_limit,method,gpr_native_count,gpr_aggregation_spacing_m,quality_flag_summary_statistic,source
GPRT18,2011-08-18,67.12423953484534,-50.17929993604118,53.149250249999994,1,53.149250249999994,,gp,1,5.0,False,Petrone_etal_2016
GPRT18,2011-08-18,67.12416349436725,-50.179253986931265,57.8098402,1,57.8098402,,gp,2,5.0,True,Petrone_etal_2016
GPRT18,2011-08-18,67.12411984546881,-50.179226765567066,63.136225975,1,63.136225975,,gp,2,5.0,True,Petrone_etal_2016
GPRT18,2011-08-18,67.12407756150839,-50.17920330185211,69.128412,1,69.128412,,gp,1,5.0,False,Petrone_etal_2016
GPRT19,2011-08-18,67.12408865152189,-50.17926655388189,66.46521985,1,66.46521985,,gp,1,5.0,False,Petrone_etal_2016
GPRT19,2011-08-18,67.12410907429074,-50.17940026436064,53.149250249999994,1,53.149250249999994,,gp,1,5.0,False,Petrone_etal_2016
GPRT19,2011-08-18,67.12412532403309,-50.17950748949552,67.796815925,1,67.796815925,,gp,2,5.0,True,Petrone_etal_2016
GPRT19,2011-08-18,67.12414423769316,-50.17960939894443,51.709435500000005,1,51.709435500000005,,gp,3,5.0,True,Petrone_etal_2016
GPRT19,2011-08-18,67.12416417640938,-50.1797362487097,60.342244875000006,1,60.342244875000006,,gp,2,5.0,True,Petrone_etal_2016
GPRT19,2011-08-18,67.12418259133953,-50.17985754057985,55.771934249999994,1,55.771934249999994,,gp,3,5.0,True,Petrone_etal_2016
GPRT19,2011-08-18,67.1242098714166,-50.179987369485126,47.139124499999994,1,47.139124499999994,,gp,2,5.0,True,Petrone_etal_2016
GPRT19,2011-08-18,67.12422739314309,-50.18008031661121,52.47115425,1,52.47115425,,gp,4,5.0,True,Petrone_etal_2016
GPRT19,2011-08-18,67.12427332177815,-50.1802896456216,49.001103,1,49.001103,,gp,3,5.0,True,Petrone_etal_2016
