Site ,Transect,Location,TD,Notes
22,1,8,46,
22,1,9,42,
22,1,10,42,
22,1,11,31,
22,1,12,43,
22,1,13,48,
22,1,14,45,
22,1,15,45,
22,1,16,46,
22,1,17,51,
22,1,18,46,
22,1,19,46,
22,1,20,61,
22,1,21,57,
22,1,22,54,
22,1,23,58,
22,1,24,46,
22,1,25,45,
22,1,26,52,
22,1,27,45,
22,1,28,47,
22,1,29,47,
22,1,30,48,
22,1,31,57,
22,1,32,59,
22,1,33,44,
22,1,34,55,
22,1,35,43,
22,1,36,49,
22,1,37,49,
22,1,38,45,
22,1,39,55,
22,1,40,62,
22,1,41,51,
22,1,42,44,
22,1,43,43,
22,1,44,35,
22,1,45,41,
22,1,46,45,
22,1,47,50,
22,1,48,50,
22,1,49,50,
22,1,50,50,
22,1,51,43,
22,1,52,41,
22,1,53,41,
22,1,54,47,
22,1,55,41,
22,1,56,52,
22,1,57,50,
22,1,58,48,
22,1,59,52,
22,1,60,60,
22,1,61,55,
22,1,62,51,
22,1,63,48,
22,1,64,43,
22,1,65,47,
22,1,66,42,
22,1,67,46,
22,1,68,47,
22,1,69,51,
22,1,70,38,
22,1,71,46,
22,1,72,49,
22,1,73,43,
22,1,74,45,
22,1,75,41,
22,1,76,45,
22,1,77,42,
22,1,78,48,
22,1,79,55,
22,1,80,50,
22,1,81,42,
22,1,82,42,
22,1,83,50,
22,1,84,42,
22,1,85,40,
22,1,86,46,
22,1,87,41,
22,1,88,39,
22,1,89,43,
22,1,90,45,
22,1,91,42,
22,1,92,45,
22,1,93,40,
22,1,94,41,
22,1,95,45,
22,1,96,44,
22,1,97,47,
22,1,98,48,
22,1,99,44,
22,1,100,52,
23,1,0,64,
23,1,1,62,
23,1,2,70,
23,1,3,76,
23,1,4,72,
23,1,5,69,
23,1,6,45,
23,1,7,51,
23,1,8,50,
23,1,9,68,
23,1,10,72,
23,1,11,77,
23,1,12,66,
23,1,13,52,
23,1,14,66,
23,1,15,76,
23,1,16,75,
23,1,17,56,
23,1,18,65,
23,1,19,44,
23,1,20,53,
23,1,21,49,
23,1,22,48,
23,1,23,54,
23,1,24,51,
23,1,25,62,
23,1,26,73,
23,1,27,64,
23,1,28,64,
23,1,29,66,
23,1,30,66,
23,1,31,77,
23,1,32,68,
23,1,33,70,
23,1,34,80,
23,1,35,82,
23,1,36,74,
23,1,37,86,
23,1,38,83,
23,1,39,81,
23,1,40,85,
23,1,41,80,
23,1,42,73,
23,1,43,81,
23,1,44,83,
23,1,45,79,
23,1,46,77,
23,1,47,82,
23,1,48,88,
23,1,49,87,
23,1,50,83,
23,1,51,112,
23,1,52,80,
23,1,53,102,
23,1,54,97,
23,1,55,111,
23,1,56,98,
23,1,57,85,
23,1,58,98,
23,1,59,116,
23,1,60,95,
23,1,61,72,
23,1,62,65,
23,1,63,58,
23,1,64,61,
23,1,65,52,
23,1,66,41,
23,1,67,46,
23,1,68,60,
23,1,69,45,
23,1,70,73,
23,1,71,87,
23,1,72,78,
23,1,73,92,
23,1,74,79,
23,1,75,94,
23,1,76,80,
23,1,77,76,
23,1,78,79,
23,1,79,74,
23,1,80,69,
23,1,81,68,
23,1,82,69,
23,1,83,63,
23,1,84,66,
23,1,85,61,
23,1,86,61,
23,1,87,53,
23,1,88,53,
23,1,89,61,
23,1,90,63,
23,1,91,55,
23,1,92,61,
23,1,93,58,
23,1,94,66,
23,1,95,78,
23,1,96,85,
23,1,97,80,
23,1,98,90,
23,1,99,87,
23,1,100,91,
24,1,0,64,
24,1,1,52,
24,1,2,53,
24,1,3,57,
24,1,4,59,
24,1,5,63,
24,1,6,72,
24,1,7,63,
24,1,8,54,
24,1,9,56,
24,1,10,62,
24,1,11,60,
24,1,12,64,
24,1,13,60,
24,1,14,67,
24,1,15,63,
24,1,16,69,
24,1,17,75,
24,1,18,82,
24,1,19,79,
24,1,20,58,
24,1,21,48,
24,1,22,50,
24,1,23,56,
24,1,24,53,
24,1,25,59,
24,1,26,61,
24,1,27,74,
24,1,28,70,
24,1,29,64,
24,1,30,64,
24,1,31,54,
24,1,32,55,
24,1,33,64,
24,1,34,59,
24,1,35,58,
24,1,36,61,
24,1,37,55,
24,1,38,60,
24,1,39,63,
24,1,40,59,
24,1,41,60,
24,1,42,70,
24,1,43,75,
24,1,44,68,
24,1,45,54,
24,1,46,54,
24,1,47,68,
24,1,48,82,
24,1,49,92,
24,1,50,84,
24,1,51,79,
24,1,52,80,
24,1,53,72,
24,1,54,71,
24,1,55,71,
24,1,56,68,
24,1,57,74,
24,1,58,65,
24,1,59,65,
24,1,60,67,
24,1,61,86,
24,1,62,96,
24,1,63,82,
24,1,64,65,
24,1,65,73,
24,1,66,69,
24,1,67,72,
24,1,68,66,
24,1,69,71,
24,1,70,47,
24,1,71,64,
24,1,72,68,
24,1,73,69,
24,1,74,67,
24,1,75,77,
24,1,76,82,
24,1,77,84,
24,1,78,93,
24,1,79,108,
24,1,80,104,
24,1,81,99,
24,1,82,113,
24,1,83,111,
24,1,84,90,
24,1,85,105,
24,1,86,102,
24,1,87,81,
24,1,88,68,
24,1,89,73,
24,1,90,56,
24,1,91,59,
24,1,92,63,
24,1,93,79,
24,1,94,73,
24,1,95,63,
24,1,96,60,
24,1,97,61,
24,1,98,53,
24,1,99,50,
